"","ID","kingdom","phylum","class","nameUk","BernAppendix2","BernAppendix3","Bonn","AEWA","IUCN","BernResolution6","ЧКУ","BernAppendix1","CITES","EUROBATS","ACCOBAMS","BirdsDirective","HabitatsDirective","Invasive","ЧС_Полтавська","ЧС_Чернівецька","ЧС_Житомирська","ЧС_Вінницька","ЧС_Харківська","ЧС_Чернігівська","ЧС_Черкаська","ЧС_Івано_Франківська","ЧС_Рівненська","ЧС_Одеська","ЧС_Сумська","ЧС_Закарпатська","ЧС_Львівська","ЧС_Миколаївська","ЧС_Донецька","ЧС_Херсонська","ЧС_Севастополь","ЧС_Тернопільська","ЧС_Київ","ЧС_Волинська","ЧС_Хмельницька","ЧС_Запорізька","ЧС_Кіровоградська","ЧС_Луганська","ЧС_Київська","ЧС_Дніпропетровська"
"133",133,"Animalia","Arthropoda","Insecta","Металовидка шавлієва","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","yes","","","","","","","","","","","","",""
"134",134,"Animalia","Arthropoda","Arachnida","Мисливець-доломедес рослинний","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","yes","","yes","","","","","","","","","","",""
"135",135,"Animalia","Arthropoda","Arachnida","Сальока Кульчинського","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","yes","","","","","","","","","","","","",""
"136",136,"Animalia","Arthropoda","Arachnida","Стеатода мерідіоналіс","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","yes","","","","","","","","","","","",""
"137",137,"Animalia","Arthropoda","Arachnida","Стеатода Пайкулля","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","yes","","","","","","","","","","","",""
"138",138,"Animalia","Arthropoda","Insecta","Плосковусач бронзовий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"139",139,"Animalia","Arthropoda","Insecta","Лютка-дріада","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","yes","","","","","","","","","","","",""
"140",140,"Animalia","Arthropoda","Insecta","Красуня блискуча","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","yes","","","","","","","","","","","",""
"141",141,"Animalia","Arthropoda","Insecta","Стрілка-дівчина","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","yes","","","","","","","","","","","",""
"142",142,"Animalia","Arthropoda","Insecta","Стрілка голуба","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","yes","","","","","","","","","","","",""
"143",143,"Animalia","Arthropoda","Insecta","Бабка брунатна","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","yes","","","","","","","","","","","",""
"144",144,"Animalia","Arthropoda","Insecta","Рівночеревець синіючий","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","yes","","","","","","","","","","","",""
"145",145,"Animalia","Arthropoda","Insecta","Кліт тропічний","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"146",146,"Animalia","Arthropoda","Insecta","Агапантія Кірбі","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"147",147,"Animalia","Arthropoda","Insecta","Апсіс білосмужковий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"148",148,"Animalia","Arthropoda","Insecta","Баріпеїтес Лебедєва","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","yes","","","","","","","","","","",""
"149",149,"Animalia","Arthropoda","Insecta","Довгоносик гострокрилий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"150",150,"Animalia","Arthropoda","Insecta","Скосар асфальтово-чорний","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"151",151,"Animalia","Arthropoda","Insecta","Філобіус Якобсона","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"152",152,"Animalia","Arthropoda","Insecta","Полідрузус прикрашений","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"153",153,"Animalia","Arthropoda","Insecta","Птохус-порося","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"154",154,"Animalia","Arthropoda","Insecta","Савроматес Арнольді","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"155",155,"Animalia","Arthropoda","Insecta","Коконопряд осиковолистий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"156",156,"Animalia","Arthropoda","Insecta","Головчак Прото","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"157",157,"Animalia","Arthropoda","Insecta","Головчак кома","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","yes","","","","","","","","","","","","","","",""
"158",158,"Animalia","Arthropoda","Insecta","Синявець Вікрама","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","yes","","","","","","","","","","","yes"
"159",159,"Animalia","Arthropoda","Insecta","Перлівець Іно","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"160",160,"Animalia","Arthropoda","Insecta","Прочанок болотяний","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","yes","","","","","","","","","yes","","","","","",""
"161",161,"Animalia","Arthropoda","Insecta","Катефія білострічкова","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"162",162,"Animalia","Arthropoda","Insecta","Совка каппа","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","","yes"
"163",163,"Animalia","Arthropoda","Insecta","Ведмедиця чорна","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"164",164,"Animalia","Arthropoda","Insecta","Парнопес великий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","yes","","","","","","","","","","",""
"165",165,"Animalia","Arthropoda","Insecta","Дисцелія Дюфура","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"166",166,"Animalia","Arthropoda","Insecta","Бембікс середземноморський","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","yes","","","","","","","","","","",""
"167",167,"Animalia","Arthropoda","Insecta","Андрена носата","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"168",168,"Animalia","Arthropoda","Insecta","Андрена рокитникова","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","yes","","","","","","","","","","","","","","",""
"169",169,"Animalia","Arthropoda","Insecta","Псевдоапіс (бджола-номія) стегновий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","","yes"
"170",170,"Animalia","Arthropoda","Insecta","Макропіс Фрівальдського","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","yes","","","","","","","","","","",""
"171",171,"Animalia","Arthropoda","Insecta","Літург жовтохвостий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"172",172,"Animalia","Arthropoda","Insecta","Антідія семишипа","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"173",173,"Animalia","Arthropoda","Insecta","Осмія двокольорова","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","yes","","","","yes","","","","","","","","","","",""
"174",174,"Animalia","Arthropoda","Insecta","Мегахіла (бджола-листоріз) восьмипозначкова","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","","yes"
"175",175,"Animalia","Arthropoda","Insecta","Колет носатий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","yes","","","","","","","","","","","yes"
"176",176,"Animalia","Arthropoda","Insecta","Антофора рудувата","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"177",177,"Animalia","Arthropoda","Insecta","Епеолоїдес цекутієнс","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"178",178,"Animalia","Arthropoda","Insecta","Амобатоїдес черевний","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"179",179,"Animalia","Arthropoda","Insecta","Амобатес вірменський","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"180",180,"Animalia","Arthropoda","Insecta","Джміль Каллума пластинчастозубий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","","yes"
"181",181,"Animalia","Arthropoda","Insecta","Зубарик карликовий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"182",182,"Animalia","Chordata","Actinopterygii","Золотиста північна щипавка","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"183",183,"Animalia","Chordata","Actinopterygii","Донський бичок-пуголовок","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"184",184,"Animalia","Annelida","Polychaeta","Офелія дворога","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185",185,"Animalia","Annelida","Oligochaeta","Ейзенія Гордєєва","","","","",NA,"","недостатньо відомий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"186",186,"Animalia","Annelida","Oligochaeta","Дендробена маріупольська","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"187",187,"Animalia","Annelida","Hirudinea","Жабоп’явка алжирська","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188",188,"Animalia","Annelida","Hirudinea","П’явка медична","","yes","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"189",189,"Animalia","Annelida","Hirudinea","П’явка аптечна","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"190",190,"Animalia","Annelida","Hirudinea","Археобдела каспійська","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"191",191,"Animalia","Annelida","Hirudinea","Глотківка Щоголева","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"192",192,"Animalia","Annelida","Hirudinea","Глотківка віленська","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193",193,"Animalia","Annelida","Hirudinea","Трохета потайна","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"194",194,"Animalia","Annelida","Hirudinea","Трохета струмкова","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195",195,"Animalia","Annelida","Hirudinea","Трохета дністровська","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"196",196,"Animalia","Annelida","Hirudinea","Трохета Биковського","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"197",197,"Animalia","Annelida","Hirudinea","Псевдотрохета п’ятикільчаста","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"198",198,"Animalia","Nematoda","Chromadorea","Хромадорина двоока","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"199",199,"Animalia","Mollusca","Gastropoda","Каспія Кніповича","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200",200,"Animalia","Mollusca","Gastropoda","Вежка льодяникова","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"201",201,"Animalia","Mollusca","Gastropoda","Водяничка інсубрійська","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202",202,"Animalia","Mollusca","Gastropoda","Кругловустик струмковий","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"203",203,"Animalia","Mollusca","Gastropoda","Скалочка карпатська","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"204",204,"Animalia","Mollusca","Gastropoda","Скалочка крихітна","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205",205,"Animalia","Mollusca","Gastropoda","Сегментина блискуча","","","","",NA,"","","","","","",NA,NA,"","","yes","","","","","","","","","","","","","","","","","","","","","","","",""
"206",206,"Animalia","Mollusca","Gastropoda","Скалочка блискуча","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"207",207,"Animalia","Mollusca","Gastropoda","Петрик таврійський","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"208",208,"Animalia","Mollusca","Gastropoda","Ставковик булавоподібний","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"209",209,"Animalia","Mollusca","Gastropoda","Ставковик потовщений","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210",210,"Animalia","Mollusca","Gastropoda","Петрик свердлоподібний","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
