verbatimScientificName,kingdom,phylum,class,nameUk,BernAppendix2,BernAppendix3,Bonn,AEWA,BernResolution6,HabitatsDirectiveAnnex_V,HabitatsDirectiveAnnex_IV,HabitatsDirectiveAnnex_II,BirdsDirectiveAnnex_IІ,BirdsDirectiveAnnex_I,ЧКУ,IUCN,BernAppendix1,EUROBATS,ACCOBAMS,Invasive,ЧС_Полтавська,ЧС_Чернівецька,ЧС_Житомирська,ЧС_Вінницька,ЧС_Харківська,ЧС_Чернігівська,ЧС_Черкаська,ЧС_Івано_Франківська,ЧС_Рівненська,ЧС_Одеська,ЧС_Сумська,ЧС_Закарпатська,ЧС_Львівська,ЧС_Миколаївська,ЧС_Донецька,ЧС_Херсонська,ЧС_Севастополь,ЧС_Тернопільська,ЧС_Київ,ЧС_Волинська,ЧС_Хмельницька,ЧС_Запорізька,ЧС_Кіровоградська,ЧС_Луганська,ЧС_Київська,ЧС_Дніпропетровська
"Lopinga achine (Scopoli, 1763)",Animalia,Arthropoda,Insecta,Осадець-білозір,yes,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,yes,,yes,,,,,,,yes,,,,,,yes
"Lycaena alciphron (Rottemburg, 1775)",Animalia,Arthropoda,Insecta,Червінець фіолетовий,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
"Lycia pomonaria (Hubner, 1790)",Animalia,Arthropoda,Insecta,П’ядун-шовкопряд плодовий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lycia zonaria zonaria (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,П’ядун-шовкопряд смугастий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lymantria monacha (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Монашка звичайна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macroglossum stellatarum (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Язикан звичайний,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
"Malacosoma castrense (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Коконопряд молочайний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maniola jurtina (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Очняк волове око,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meganola togatulalis (Hubner, 1798)",Animalia,Arthropoda,Insecta,Шовкопряд карликовий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Megaspilates mundataria (Stoll, 1782)",Animalia,Arthropoda,Insecta,П’ядун полиновий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melanargia galathea (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Мереживниця Галатея,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melitaea aurelia Nickerl, 1850",Animalia,Arthropoda,Insecta,Рябець Аврелія,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melitaea cinxia (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Рябець Цинксія,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
"Melitaea diamina (Lang, 1789)",Animalia,Arthropoda,Insecta,Рябець Діаміна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melitaea phoebe (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Рябець Феба,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,
"Minoa murinata (Scopoli, 1763)",Animalia,Arthropoda,Insecta,П’ядун бурий молочайний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minois dryas (Scopoli, 1763)",Animalia,Arthropoda,Insecta,Сатир Дриада,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,yes,,,
"Moma alpium (Osbeck, 1778)",Animalia,Arthropoda,Insecta,Совка-лишайниця,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
"Muschampia cribrellum (Eversmann, 1841)",Animalia,Arthropoda,Insecta,Товстоголовка решітчаста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muschampia tessellum (Hubner, 1803)",Animalia,Arthropoda,Insecta,Товстоголовка мозаїчна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
"Mycteroplus puniceago (Boisduval, 1840)",Animalia,Arthropoda,Insecta,Совка-міктероплюс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neolycaena rhymnus (Eversmann, 1832)",Animalia,Arthropoda,Insecta,Хвостюшок Еверсмана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Neozephyrus quercus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Голуб’янка-зефір,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,
"Neptis rivularis (Scopoli, 1763)",Animalia,Arthropoda,Insecta,Пасманець струмковий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neptis sappho (Pallas, 1771)",Animalia,Arthropoda,Insecta,Пасманець Сапфо,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,yes
"Noctua fimbriata (Schreber, 1759)",Animalia,Arthropoda,Insecta,Совка облямована,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nola cucullatella (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Шовкопряд карликовий каптурний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nothris lemniscellus (Zeller, 1839)",Animalia,Arthropoda,Insecta,Нотріс чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nymphalis antiopa (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Жалібниця,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,
"Nymphalis vaualbum (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Сонцевик фау-біле,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Nymphula nitidulata (Hufnagel, 1767)",Animalia,Arthropoda,Insecta,Парапоїнкс напівводяний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Odezia atrata (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,П’ядун чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Odontognophos dumetata (Treitschke, 1827)",Animalia,Arthropoda,Insecta,П’ядун-гнофос чагарниковий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oncocnemis confusa (Freyer, 1839)",Animalia,Arthropoda,Insecta,Совка-онкокнеміс невиразна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orgyia antiquoides (Hubner, 1822)",Animalia,Arthropoda,Insecta,Щіткохвіст вересовий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orgyia recens (Hubner, 1819)",Animalia,Arthropoda,Insecta,Щіткохвіст плямистий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orthostixis cribraria (Hubner, 1799)",Animalia,Arthropoda,Insecta,П’ядун решітчастий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ostrinia palustralis (Hubner, 1796)",Animalia,Arthropoda,Insecta,Вогнівка болотяна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panolis flammea (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Совка соснова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Papilio machaon (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Махаон,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
"Parahypopta caestrum (Hubner, 1808)",Animalia,Arthropoda,Insecta,Деревоточець спаржевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parascotia fuliginaria (Linnaeus, 1761)",Animalia,Arthropoda,Insecta,Параскотія попеляста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelosia muscerda (Hufnagel, 1766)",Animalia,Arthropoda,Insecta,Лишайниця мишина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Philereme transversata (Hufnagel, 1767)",Animalia,Arthropoda,Insecta,П’ядун сірий затінковий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phlogophora meticulosa (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Совка агатова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phragmatobia luctifera (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Ведмедиця цезарська,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phyllodesma ilicifolium (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Коконопряд сірий виїмчастий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,yes
Phymatopus hecta (Linnaeus 1758),Animalia,Arthropoda,Insecta,Тонкопряд папоротевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phytometra viridaria (Clerck, 1759)",Animalia,Arthropoda,Insecta,Совка зеленувата,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plebeius agestis (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Синявець могильний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plebeius argyrognomon (Bergstrasser, 1779)",Animalia,Arthropoda,Insecta,Синявець Аргирогномон,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,
"Plebeius eumedon (Esper, 1780)",Animalia,Arthropoda,Insecta,Синявець Евмедон,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
"Plebeius pyrenaica (Boisduval, 1840)",Animalia,Arthropoda,Insecta,Синявець піренейський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poecilocampa populi (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Коконопряд тополевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Polyommatus amandus (Schneider, 1792)",Animalia,Arthropoda,Insecta,Синявець приязний,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
"Polyommatus bellargus (Rottemburg, 1775)",Animalia,Arthropoda,Insecta,Синявець конюшиновий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Polyommatus coridon (Poda, 1761)",Animalia,Arthropoda,Insecta,Синявець Коридон,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
"Polyommatus eroides (Frivaldszky, 1835)",Animalia,Arthropoda,Insecta,Синявець балканський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Polyommatus semiargus (Rottemburg, 1775)",Animalia,Arthropoda,Insecta,Синявець темно-синій,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Polyommatus thersites (Cantener, 1835)",Animalia,Arthropoda,Insecta,Синявець Терсит,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
"Pseudophilotes vicrama subsp. schiffermuelleri (Hemming, 1929)",Animalia,Arthropoda,Insecta,Синявець Шифермюллера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pseudoterpna pruinata (Hufnagel, 1767)",Animalia,Arthropoda,Insecta,П’ядун зеленуватий терновий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ptilophora plumigera (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Чубатка пишновуса,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pyrausta rectefascialis Toll, 1936",Animalia,Arthropoda,Insecta,Вогнівка чорна білосмуга,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pyrausta sanguinalis (Linnaeus, 1767)",Animalia,Arthropoda,Insecta,Вогнівка кривава,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pyropteron chrysidiforme (Esper, 1782)",Animalia,Arthropoda,Insecta,Скляниця червонокрила,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhyparia purpurata (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Ведмедиця пурпурова,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,yes
"Schinia cardui (Hubner, 1790)",Animalia,Arthropoda,Insecta,Совка чортополохова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Scirpophaga praelata (Scopoli, 1763)",Animalia,Arthropoda,Insecta,Вогнівка велика біла,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sedina buettneri (E. Hering, 1858)",Animalia,Arthropoda,Insecta,Седіна Бютнера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smerinthus ocellatus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Бражник очкастий,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,
"Spatalia argentina (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Чубатка срібляста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spilosoma lutea (Hufnagel, 1766)",Animalia,Arthropoda,Insecta,Ведмедиця жовта,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Synaphe bombycalis (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Вогнівка бомбицинa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Synaphe moldavica (Esper, 1794)",Animalia,Arthropoda,Insecta,Вогнівка молдавська,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thumatha senex (Hubner, 1808)",Animalia,Arthropoda,Insecta,Лишайниця пізня,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tinthia tineiformis (Esper, 1789)",Animalia,Arthropoda,Insecta,Скляниця молеподібна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Titanio normalis (Hubner, 1796)",Animalia,Arthropoda,Insecta,Титанія звичайна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyria jacobaeae (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Ведмедиця кривава,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ulochlaena hirta (Hubner, 1813)",Animalia,Arthropoda,Insecta,Улохлена волохата,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xylena vetusta (Hubner, 1813)",Animalia,Arthropoda,Insecta,Совка довгокрила,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zygaena carniolica (Scopoli, 1763)",Animalia,Arthropoda,Insecta,Красик астрагаловий,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes
"Zygaena cynarae (Esper, 1789)",Animalia,Arthropoda,Insecta,Красик смовдевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zygaena lonicerae (Scheven, 1777)",Animalia,Arthropoda,Insecta,Красик жимолостевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zygaena purpuralis (Brunnich, 1763)",Animalia,Arthropoda,Insecta,Красик пурпуровий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amegilla quadrifasciata (de Villers, 1789)",Animalia,Arthropoda,Insecta,Амегіла оперезана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aneugmenus fuerstenbergensis (Konow, 1885)",Animalia,Arthropoda,Insecta,Пильщик-аневгменус гайовий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
"Anthidium florentinum (Fabricius, 1775)",Animalia,Arthropoda,Insecta,Бджола-шерстоткач,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apanteles validus (Thomson, 1895)",Animalia,Arthropoda,Insecta,Апантелес міцний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
"Auplopus carbonarius (Scopoli, 1763)",Animalia,Arthropoda,Insecta,Павуколов чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Batozonellus lacerticida (Pallas, 1771)",Animalia,Arthropoda,Insecta,Оса-батозонел жовтокрила,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bembix rostrata (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Бембекс носатий,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,
"Melitta leporina (Panzer, 1799)",Animalia,Arthropoda,Insecta,Меліта заяча,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melitta wankowiczi (Radoszkowski, 1891)",Animalia,Arthropoda,Insecta,Меліта Ванковича,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microgaster procera Ruthe, 1860",Animalia,Arthropoda,Insecta,Мікрогастер стрункий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
"Nomiapis diversipes (Latreille, 1806)",Animalia,Arthropoda,Insecta,Бджола-номія різнонога,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Platycampus luridiventris (Fallen, 1808)",Animalia,Arthropoda,Insecta,Пильщик вільховий плоский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
"Ponera coarctata (Latreille, 1802)",Animalia,Arthropoda,Insecta,Мурашка-понера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Protapanteles desueta (Papp, 1989)",Animalia,Arthropoda,Insecta,Їздець незвичний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
"Scolia schrencki Eversmann, 1846",Animalia,Arthropoda,Insecta,Сколія Шренка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stilbum cyanurum (Forster, 1771)",Animalia,Arthropoda,Insecta,Стільб синюватий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
"Neopristilophus depressus (Coermar, 1822)",Animalia,Arthropoda,Insecta,Ковалик сплощений,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cecchiniola platyscelidina (Jacobson, 1908)",Animalia,Arthropoda,Insecta,Чекініола пластисцелідина,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chrysolina carpathica (Fuss, 1856)",Animalia,Arthropoda,Insecta,Хризоліна карпатська,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oreina plagiata (Sufrian, 1861)",Animalia,Arthropoda,Insecta,Ореїна плагіата,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oreina viridis (Duftschmidt, 1825)",Animalia,Arthropoda,Insecta,Ореїна зелена,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boros schneideri (Panzer, 1795)",Animalia,Arthropoda,Insecta,Борос Шнайдера,,,,,yes,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedilus rubricollis (Motschulsky, 1858)",Animalia,Arthropoda,Insecta,Педилюс червоногорлий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brachycerus sinuatus (Olivier, 1807)",Animalia,Arthropoda,Insecta,Брахіцерус зморшкуватий,,,,,,,,,,,недостатньо відомий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Leucomigus candidatus (Pallas, 1771)",Animalia,Arthropoda,Insecta,Левкомігус білосніжний,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Lixus canescens (Fischer-Waldheim, 1835)",Animalia,Arthropoda,Insecta,Ліксус катрановий,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liparus laevigatus (Gyllenhal, 1834)",Animalia,Arthropoda,Insecta,Жиряк гладенький,,,,,,,,,,,неоцінений,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Libelloides macaronius (Scopoli, 1763)",Animalia,Arthropoda,Insecta,Аскалаф строкатий,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acanthaclisis occitanica (Villers, 1789)",Animalia,Arthropoda,Insecta,Велетенський мурашиний лев західний,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Mantispa styriaca (Poda, 1761)",Animalia,Arthropoda,Insecta,Мантіспа штирійська,,,,,,,,,,,рідкісний,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
"Bittacus italicus (Muller, 1786)",Animalia,Arthropoda,Insecta,Комарівка італійська,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Boreus westwoodi Hagen, 1866",Animalia,Arthropoda,Insecta,Льодовичник Вествуда,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oxyethira flavicornis (Pictet, 1834)",Animalia,Arthropoda,Insecta,Оксієтира жовтовуса,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zerynthia polyxena (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Поліксена,yes,,,,,,yes,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
"Parnassius apollo (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Аполлон,yes,,,,,,yes,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parnassius mnemosyne (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Мнемозина,yes,,,,,,yes,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
"Euchloe ausonia (Hubner, 1804)",Animalia,Arthropoda,Insecta,Аврора біла,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Zegris eupheme (Esper, 1805)",Animalia,Arthropoda,Insecta,Зегрис Евфема,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Dioszeghyana schmidtii Dioszeghy, 1935",Animalia,Arthropoda,Insecta,Совка Шмідта,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gortyna borelii subsp. lunata Freyer, 1837",Animalia,Arthropoda,Insecta,Совка смовдева,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
"Leptidea morsei Fenton, 1881",Animalia,Arthropoda,Insecta,Білюшок Морзе,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xylomoia strix Mikkola, 1980",Animalia,Arthropoda,Insecta,Ксиломоя стрікс,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colias chrysotheme (Esper, 1777)",Animalia,Arthropoda,Insecta,Жовтюх золотистий,,,,,,,,,,,зникаючий,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,yes
"Colias myrmidone (Esper, 1777)",Animalia,Arthropoda,Insecta,Жовтюх шапранець,,,,,yes,,,,,,зникаючий,,,,,,,,yes,,yes,,,,,,yes,,yes,,yes,,,,,yes,,,,,,yes
"Colias palaeno (Linnaeus, 1761)",Animalia,Arthropoda,Insecta,Жовтюх торф’яний,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colias croceus (Fourcroy, 1785)",Animalia,Arthropoda,Insecta,Жовтюх-помаранчик,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colias erate (Esper, 1805)",Animalia,Arthropoda,Insecta,Жовтюх Ерато,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hamearis lucina (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Люцина,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
"Lycaena helle (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Дукачик блакитнуватий,,,,,yes,,,,,,вразливий,,,,,,,,yes,,,,,,,,,,yes,,,,,,,yes,,,,,,
"Tomares nogelii (Herrich-Schaffer, 1851)",Animalia,Arthropoda,Insecta,Томарес Ногеля,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
"Tomares callimachus (Eversmann, 1848)",Animalia,Arthropoda,Insecta,Томарес Каллімах,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pseudophilotes bavius (Eversmann, 1832)",Animalia,Arthropoda,Insecta,Синявець Бавій,,,,,yes,,,,,,вразливий,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes
"Phengaris alcon (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Синявець Алькон,,,,,,,,,,,зникаючий,,,,,,,yes,yes,,,,,,,,,,yes,yes,yes,,,,,yes,,,,,,
"Kretania pylaon (Fischer v. Waldheim, 1832)",Animalia,Arthropoda,Insecta,Синявець Пілаон,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agriades dardanus (Freyer, 1843)",Animalia,Arthropoda,Insecta,Синявець Дарданус,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Polyommatus damon (Denis & Schiffermuller, 1775)",Animalia,Arthropoda,Insecta,Синявець Дамон,,,,,,,,,,,зникаючий,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
"Polyommatus damone (Eversmann, 1841)",Animalia,Arthropoda,Insecta,Синявець Дамоне,,,,,,,,,,,вразливий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
